1.8399999,3.25999999
1.8499999,3.25999999
1.86,3.27999997
1.87,3.24000001
1.88,3.25999999
1.89,3.25999999
1.9,3.29999995
1.91,3.25999999
1.92,3.25999999
1.9299999,3.25999999
1.9399999,3.24000001
1.9499999,3.24000001
1.9599999,3.24000001
1.9699999,3.24000001
1.9799999,3.22000003
1.99,3.22000003
2,3.19999981
2.01,3.19999981
2.02,3.17999983
2.03,3.15999985
2.04,3.13999987
2.05,3.11999989
2.0599999,3.13999987
2.0699999,3.0999999
2.0799999,3.07999992
2.0899999,3.03999996
2.0999999,3.05999994
2.1099999,3
2.1199999,2.98000002
2.1299999,3
2.1399999,2.96000004
2.1499999,2.93999982
2.1599998,2.89999986
2.1699998,2.8599999
2.1800001,2.83999991
2.1900001,2.81999993
2.2,2.77999997
2.21,2.75999999
2.22,2.72000003
2.23,2.6799998
2.24,2.6599998
2.25,2.6199999
2.26,2.5999999
2.27,2.5599999
2.28,2.54
2.29,2.52
2.3,2.48
2.3099999,2.4400001
2.3199999,2.4199998
2.3299999,2.3799999
2.3399999,2.3399999
2.3499999,2.3199999
2.3599999,2.3
2.3699999,2.26
2.3799999,2.26
2.3899999,2.2
2.3999999,2.2
2.4099998,2.1800001
2.4199998,2.1399999
2.4299998,2.1199999
2.4400001,2.0999999
2.45,2.0799999
2.46,2.04
2.47,2.02
2.48,2.02
2.49,1.9599999
2.5,1.9799999
2.51,1.9399999
2.52,1.92
2.53,1.9
2.54,1.86
2.55,1.88
2.5599999,1.8399999
2.5699999,1.8199999
2.5799999,1.8
2.5899999,1.8
2.5999999,1.76
2.6099999,1.74
2.6199999,1.7199999
2.6299999,1.7199999
2.6399999,1.7199999
2.6499999,1.6799999
2.6599998,1.66
2.6699998,1.64
2.6799998,1.64
2.6900001,1.62
2.7,1.62
2.71,1.5999999
2.72000003,1.5799999
2.73000002,1.5799999
2.74000001,1.5599999
2.75,1.5599999
2.75999999,1.5599999
2.76999998,1.54
2.77999997,1.52
2.78999996,1.52
2.79999995,1.52
2.80999994,1.5
2.81999993,1.5
2.82999992,1.5
2.83999991,1.5
2.8499999,1.5
2.8599999,1.48
2.86999989,1.4599999
2.87999988,1.4399999
2.88999987,1.4399999
2.89999986,1.48
2.90999985,1.48
2.91999984,1.4599999
2.92999983,1.4599999
2.93999982,1.4399999
2.95000005,1.42
2.96000004,1.4599999
2.97000003,1.4599999
2.98000002,1.4599999
2.99000001,1.4399999
3,1.4599999
3.00999999,1.4399999
3.01999998,1.4599999
3.02999997,1.4399999
3.03999996,1.4399999
3.04999995,1.4399999
3.05999994,1.4599999
3.06999993,1.4399999
3.07999992,1.4599999
3.08999991,1.48
3.0999999,1.4599999
3.1099999,1.48
3.11999989,1.4599999
3.12999988,1.4599999
3.13999987,1.5
3.14999986,1.48
3.15999985,1.5
3.16999984,1.5
3.17999983,1.5
3.18999982,1.48
3.19999981,1.5
3.21000004,1.5
3.22000003,1.5
3.23000002,1.5
3.24000001,1.52
3.25,1.5
3.25999999,1.5
3.26999998,1.52
3.27999997,1.52
3.28999996,1.52
3.29999995,1.54
3.30999994,1.52
3.31999993,1.54
3.32999992,1.54
3.33999991,1.5599999
3.3499999,1.5599999
3.3599999,1.5599999
3.36999989,1.5799999
3.37999988,1.5799999
3.38999987,1.5599999
3.39999986,1.5799999
3.40999985,1.5999999
3.41999984,1.5799999
3.42999983,1.5999999
3.43999982,1.62
3.44999981,1.62
3.46000004,1.5999999
3.47000003,1.62
3.48000002,1.62
3.49000001,1.62
3.5,1.66
3.50999999,1.62
3.51999998,1.64
3.52999997,1.66
3.53999996,1.66
3.54999995,1.6799999
3.55999994,1.6799999
3.56999993,1.66
3.57999992,1.6999999
3.58999991,1.7199999
3.5999999,1.7199999
3.6099999,1.7199999
3.61999989,1.6999999
3.62999988,1.7199999
3.63999987,1.7199999
3.64999986,1.7199999
3.65999985,1.74
3.66999984,1.7199999
3.67999983,1.74
3.68999982,1.7199999
3.69999981,1.7199999
3.7099998,1.74
3.72000003,1.74
3.73000002,1.76
3.74000001,1.76
3.75,1.76
3.75999999,1.76
3.76999998,1.76
3.77999997,1.78
3.78999996,1.76
3.79999995,1.8
3.80999994,1.76
3.81999993,1.76
3.82999992,1.78
3.83999991,1.76
3.8499999,1.76
3.8599999,1.78
3.86999989,1.78
3.87999988,1.76
3.88999987,1.78
3.89999986,1.76
3.90999985,1.78
3.91999984,1.78
3.92999983,1.8
3.93999982,1.78
3.94999981,1.78
3.9599998,1.76
3.97000003,1.78
3.98000002,1.78
3.99000001,1.76
4,1.8
4.00999975,1.78
4.01999998,1.78
4.02999973,1.78
4.03999996,1.8
4.04999971,1.78
4.05999994,1.78
4.06999969,1.76
4.07999992,1.78
4.08999968,1.76
4.0999999,1.78
4.11000013,1.78
4.11999989,1.78
4.13000011,1.76
4.13999987,1.78
4.1500001,1.78
4.15999985,1.78
4.17000008,1.8
4.17999983,1.76
4.19000006,1.76
4.19999981,1.78
4.21000004,1.78
4.21999979,1.76
4.23000002,1.78
4.23999977,1.76
4.25,1.76
4.25999975,1.76
4.26999998,1.76
4.27999973,1.74
4.28999996,1.76
4.29999971,1.76
4.30999994,1.74
4.31999969,1.76
4.32999992,1.74
4.33999968,1.74
4.3499999,1.7199999
4.36000013,1.74
4.36999989,1.74
4.38000011,1.74
4.38999987,1.7199999
4.4000001,1.74
4.40999985,1.74
4.42000008,1.7199999
4.42999983,1.7199999
4.44000006,1.7199999
4.44999981,1.74
4.46000004,1.7199999
4.46999979,1.6999999
4.48000002,1.7199999
4.48999977,1.7199999
4.5,1.7199999
4.50999975,1.7199999
4.51999998,1.7199999
4.52999973,1.7199999
4.53999996,1.7199999
4.54999971,1.6999999
4.55999994,1.6999999
4.56999969,1.7199999
4.57999992,1.7199999
4.58999968,1.6999999
4.5999999,1.6999999
4.61000013,1.6799999
4.61999989,1.66
4.63000011,1.6999999
4.63999987,1.6799999
4.6500001,1.6999999
4.65999985,1.6799999
4.67000008,1.6999999
4.67999983,1.6999999
4.69000006,1.6799999
4.69999981,1.6799999
4.71000004,1.66
4.71999979,1.6799999
4.73000002,1.6799999
4.73999977,1.6999999
4.75,1.6799999
4.75999975,1.66
4.76999998,1.6799999
4.77999973,1.66
4.78999996,1.6799999
4.79999971,1.6799999
4.80999994,1.6799999
4.81999969,1.66
4.82999992,1.6799999
4.83999968,1.6799999
4.8499999,1.66
4.85999966,1.6799999
4.86999989,1.66
4.88000011,1.6999999
4.88999987,1.6799999
4.9000001,1.66
4.90999985,1.6799999
4.92000008,1.6999999
4.92999983,1.6799999
4.94000006,1.6799999
4.94999981,1.6799999
4.96000004,1.6799999
4.96999979,1.6999999
4.98000002,1.7199999
4.98999977,1.6999999
5,1.6799999
5.00999975,1.7199999
5.01999998,1.6999999
5.02999973,1.6999999
5.03999996,1.6999999
5.04999971,1.7199999
5.05999994,1.6999999
5.06999969,1.66
5.07999992,1.6999999
5.08999968,1.6999999
5.0999999,1.7199999
5.10999966,1.6999999
5.11999989,1.6999999
5.13000011,1.6999999
5.13999987,1.7199999
5.1500001,1.6999999
5.15999985,1.6999999
5.17000008,1.6999999
5.17999983,1.7199999
5.19000006,1.6999999
5.19999981,1.7199999
5.21000004,1.6999999
5.21999979,1.6999999
5.23000002,1.7199999
5.23999977,1.7199999
5.25,1.7199999
5.25999975,1.6999999
5.26999998,1.7199999
5.27999973,1.6999999
5.28999996,1.7199999
5.29999971,1.7199999
5.30999994,1.7199999
5.31999969,1.7199999
5.32999992,1.6999999
5.33999968,1.6799999
5.3499999,1.66
5.35999966,1.6799999
5.36999989,1.6999999
5.38000011,1.6999999
5.38999987,1.6999999
5.4000001,1.6799999
5.40999985,1.6999999
5.42000008,1.6799999
5.42999983,1.6799999
5.44000006,1.6799999
5.44999981,1.6799999
5.46000004,1.6999999
5.46999979,1.6799999
5.48000002,1.6799999
5.48999977,1.6799999
5.5,1.66
5.50999975,1.6799999
5.51999998,1.6799999
5.52999973,1.66
5.53999996,1.6799999
5.54999971,1.6799999
5.55999994,1.66
5.56999969,1.66
5.57999992,1.66
5.58999968,1.64
5.5999999,1.64
5.60999966,1.64
5.61999989,1.64
5.62999964,1.64
5.63999987,1.66
5.6500001,1.66
5.65999985,1.64
5.67000008,1.62
5.67999983,1.64
5.69000006,1.64
5.69999981,1.64
5.71000004,1.66
5.71999979,1.62
5.73000002,1.64
5.73999977,1.62
5.75,1.64
5.75999975,1.64
5.76999998,1.66
5.77999973,1.62
5.78999996,1.64
5.79999971,1.62
5.80999994,1.62
5.81999969,1.62
5.82999992,1.62
5.83999968,1.64
5.8499999,1.64
5.85999966,1.64
5.86999989,1.62
5.87999964,1.64
5.88999987,1.64
5.9000001,1.62
5.90999985,1.62
5.92000008,1.62
5.92999983,1.62
5.94000006,1.62
5.94999981,1.62
5.96000004,1.64
5.96999979,1.64
5.98000002,1.64
5.98999977,1.66
6,1.62
6.00999975,1.64
6.01999998,1.62
6.02999973,1.62
6.03999996,1.62
6.04999971,1.62
6.05999994,1.66
6.06999969,1.64
6.07999992,1.64
6.08999968,1.64
6.0999999,1.62
6.10999966,1.62
